Timestamp (s),Test,Left Volts (V),Right Volts (V),Left Position (m),Right Position (m),Left Velocity (m/s),Right Velocity (m/s),Gyro Position (deg),Gyro Rate (deg/s)
57.570852,slow-forward,-0.74998,0.74998,-11.0676440264,7.3559961588,-0.021430098,0.0251102728,628.286133,0.004257
57.57591,slow-forward,-0.751226,0.751226,-11.0676440264,7.3559961588,-0.021430098,0.0251102728,628.286133,0.004257
57.580951,slow-forward,-0.752491,0.752491,-11.0676440264,7.3559961588,-0.021430098,0.0251102728,628.286133,0.004257
57.585875,slow-forward,-0.753751,0.753751,-11.0679474236,7.356299556,-0.019915011200000002,0.0240277288,628.286133,0.004257
57.590859,slow-forward,-0.754982,0.754982,-11.0679474236,7.356299556,-0.019915011200000002,0.0240277288,628.286133,0.004257
57.595804,slow-forward,-0.756228,0.756228,-11.0679474236,7.356299556,-0.019915011200000002,0.0240277288,628.330078,0.004257
57.600819,slow-forward,-0.757464,0.757464,-11.0679474236,7.356299556,-0.019915011200000002,0.0240277288,628.330078,0.004257
57.605843,slow-forward,-0.758718,0.758718,-11.0681420916,7.3565592716,-0.0162348364,0.020564537600000002,628.330078,0.004257
57.610874,slow-forward,-0.759974,0.759974,-11.0681420916,7.3565592716,-0.0162348364,0.020564537600000002,628.330078,0.024477
57.615826,slow-forward,-0.761231,0.761231,-11.0681420916,7.3565592716,-0.0162348364,0.020564537600000002,628.374023,0.024477
57.621499,slow-forward,-0.762469,0.762469,-11.0681420916,7.3565592716,-0.0162348364,0.020564537600000002,628.374023,0.024477
57.625836,slow-forward,-0.763888,0.763888,-11.0682935528,7.3567971464,-0.012771645199999999,0.017750398,628.374023,0.024477
57.630819,slow-forward,-0.764972,0.764972,-11.0682935528,7.3567971464,-0.012771645199999999,0.017750398,628.374023,0.024477
57.635914,slow-forward,-0.766218,0.766218,-11.0682935528,7.3567971464,-0.012771645199999999,0.017750398,628.374023,0.024477
57.640984,slow-forward,-0.767492,0.767492,-11.0682935528,7.3567971464,-0.012771645199999999,0.017750398,628.374023,0.024477
57.64583,slow-forward,-0.768759,0.768759,-11.068423648,7.357035496,-0.0103905232,0.0149362584,628.374023,0.024477
57.650811,slow-forward,-0.76997,0.76997,-11.068423648,7.357035496,-0.0103905232,0.0149362584,628.374023,0.024477
57.655812,slow-forward,-0.771216,0.771216,-11.068423648,7.357035496,-0.0103905232,0.0149362584,628.417969,0.024477
57.661093,slow-forward,-0.772466,0.772466,-11.068423648,7.357035496,-0.0103905232,0.0149362584,628.417969,0.024477
57.66595,slow-forward,-0.773786,0.773786,-11.068575109200001,7.357230164000001,-0.0090914704,0.0123386276,628.417969,0.024477
57.670856,slow-forward,-0.775,0.775,-11.068575109200001,7.357230164000001,-0.0090914704,0.0123386276,628.417969,0.024477
57.675832,slow-forward,-0.776227,0.776227,-11.068575109200001,7.357230164000001,-0.0090914704,0.0123386276,628.417969,0.024477
57.681136,slow-forward,-0.777471,0.777471,-11.068575109200001,7.357230164000001,-0.0090914704,0.0123386276,628.417969,0.024477
57.685926,slow-forward,-0.778797,0.778797,-11.0687047296,7.3574466728,-0.007576383599999999,0.0114725924,628.417969,0.024477
57.690811,slow-forward,-0.779994,0.779994,-11.0687047296,7.3574466728,-0.007576383599999999,0.0114725924,628.417969,0.024477
57.695795,slow-forward,-0.781216,0.781216,-11.0687047296,7.3574466728,-0.007576383599999999,0.0114725924,628.461914,0.024477
57.700804,slow-forward,-0.782462,0.782462,-11.0687047296,7.3574466728,-0.007576383599999999,0.0114725924,628.461914,0.024477
57.70588,slow-forward,-0.783714,0.783714,-11.068791618,7.357598134,-0.0064938396,0.0103905232,628.461914,0.013835
57.710827,slow-forward,-0.784983,0.784983,-11.068791618,7.357598134,-0.0064938396,0.0103905232,628.461914,0.013835
57.715796,slow-forward,-0.78622,0.78622,-11.068791618,7.357598134,-0.0064938396,0.0103905232,628.461914,0.013835
57.7208,slow-forward,-0.787462,0.787462,-11.068791618,7.357598134,-0.0064938396,0.0103905232,628.461914,0.013835
57.725837,slow-forward,-0.788713,0.788713,-11.0688998724,7.3577282292,-0.0060612968,0.0093079792,628.461914,0.013835
57.730795,slow-forward,-0.789972,0.789972,-11.0688998724,7.3577282292,-0.0060612968,0.0093079792,628.461914,0.013835
57.735796,slow-forward,-0.791212,0.791212,-11.0688998724,7.3577282292,-0.0060612968,0.0093079792,628.505859,0.013835
57.740942,slow-forward,-0.792462,0.792462,-11.0688998724,7.3577282292,-0.0060612968,0.0093079792,628.505859,0.013835
57.745839,slow-forward,-0.793748,0.793748,-11.0690081268,7.3578360088,-0.005844788,0.008009401199999999,628.505859,0.013835
57.750804,slow-forward,-0.794973,0.794973,-11.0690081268,7.3578360088,-0.005844788,0.008009401199999999,628.505859,0.013835
57.755832,slow-forward,-0.796214,0.796214,-11.0690081268,7.3578360088,-0.005844788,0.008009401199999999,628.505859,0.013835
57.760857,slow-forward,-0.797471,0.797471,-11.0690081268,7.3578360088,-0.005844788,0.008009401199999999,628.505859,0.013835
57.765886,slow-forward,-0.798727,0.798727,-11.0691163812,7.357944263199999,-0.0056282792,0.007143366,628.505859,0.013835
57.770854,slow-forward,-0.799984,0.799984,-11.0691163812,7.357944263199999,-0.0056282792,0.007143366,628.505859,0.013835
57.775827,slow-forward,-0.801227,0.801227,-11.0691163812,7.357944263199999,-0.0056282792,0.007143366,628.505859,0.013835
57.780867,slow-forward,-0.80247,0.80247,-11.0691163812,7.357944263199999,-0.0056282792,0.007143366,628.505859,0.013835
57.785836,slow-forward,-0.80373,0.80373,-11.0692678424,7.3580311516,-0.0056282792,0.005844788,628.505859,0.013835
57.790804,slow-forward,-0.804972,0.804972,-11.0692678424,7.3580311516,-0.0056282792,0.005844788,628.505859,0.013835
57.795794,slow-forward,-0.806214,0.806214,-11.0692678424,7.3580311516,-0.0056282792,0.005844788,628.549805,0.013835
57.800898,slow-forward,-0.807462,0.807462,-11.0692678424,7.3580311516,-0.0056282792,0.005844788,628.549805,0.013835
57.805837,slow-forward,-0.808737,0.808737,-11.069397462800001,7.358074358400001,-0.0060612968,0.0047622440000000005,628.549805,0.013835
57.810829,slow-forward,-0.809972,0.809972,-11.069397462800001,7.358074358400001,-0.0060612968,0.0047622440000000005,628.549805,0.013835
57.815798,slow-forward,-0.81122,0.81122,-11.069397462800001,7.358074358400001,-0.0060612968,0.0047622440000000005,628.549805,0.013835
57.820998,slow-forward,-0.812463,0.812463,-11.069397462800001,7.358074358400001,-0.0060612968,0.0047622440000000005,628.549805,0.010642
57.825847,slow-forward,-0.813762,0.813762,-11.069527557999999,7.358139405999999,-0.0062773308,0.0041127175999999994,628.549805,0.010642
57.830826,slow-forward,-0.814975,0.814975,-11.069527557999999,7.358139405999999,-0.0062773308,0.0041127175999999994,628.549805,0.010642
57.835787,slow-forward,-0.816219,0.816219,-11.069527557999999,7.358139405999999,-0.0062773308,0.0041127175999999994,628.549805,0.010642
57.840942,slow-forward,-0.81746,0.81746,-11.069527557999999,7.358139405999999,-0.0062773308,0.0041127175999999994,628.549805,0.010642
57.84592,slow-forward,-0.818748,0.818748,-11.0696139716,7.3582044536,-0.0060612968,0.0036797,628.549805,0.010642
57.85081,slow-forward,-0.819993,0.819993,-11.0696139716,7.3582044536,-0.0060612968,0.0036797,628.549805,0.010642
57.855815,slow-forward,-0.821215,0.821215,-11.0696139716,7.3582044536,-0.0060612968,0.0036797,628.59375,0.010642
57.861058,slow-forward,-0.822467,0.822467,-11.0696139716,7.3582044536,-0.0060612968,0.0036797,628.59375,0.010642
57.865838,slow-forward,-0.823778,0.823778,-11.069744066799998,7.3582908672,-0.0062773308,0.0034636660000000002,628.59375,0.010642
57.870857,slow-forward,-0.824972,0.824972,-11.069744066799998,7.3582908672,-0.0062773308,0.0034636660000000002,628.59375,0.010642
57.875837,slow-forward,-0.826227,0.826227,-11.069744066799998,7.3582908672,-0.0062773308,0.0034636660000000002,628.59375,0.010642
57.880922,slow-forward,-0.827472,0.827472,-11.069744066799998,7.3582908672,-0.0062773308,0.0034636660000000002,628.59375,0.010642
57.885892,slow-forward,-0.828743,0.828743,-11.069895528,7.358377280799999,-0.0062773308,0.0034636660000000002,628.59375,0.010642
57.890881,slow-forward,-0.829986,0.829986,-11.069895528,7.358377280799999,-0.0062773308,0.0034636660000000002,628.59375,0.010642
57.895835,slow-forward,-0.831233,0.831233,-11.069895528,7.358377280799999,-0.0062773308,0.0034636660000000002,628.59375,0.010642
57.900996,slow-forward,-0.832472,0.832472,-11.069895528,7.358377280799999,-0.0062773308,0.0034636660000000002,628.59375,0.010642
57.905849,slow-forward,-0.833762,0.833762,-11.0701120368,7.358485535200001,-0.007143366,0.0041127175999999994,628.59375,0.010642
57.910836,slow-forward,-0.834975,0.834975,-11.0701120368,7.358485535200001,-0.007143366,0.0041127175999999994,628.59375,0.010642
57.915851,slow-forward,-0.836222,0.836222,-11.0701120368,7.358485535200001,-0.007143366,0.0041127175999999994,628.637695,0.02022
57.920946,slow-forward,-0.837476,0.837476,-11.0701120368,7.358485535200001,-0.007143366,0.0041127175999999994,628.637695,0.02022
57.925825,slow-forward,-0.83875,0.83875,-11.0703067048,7.3585724236,-0.0077928924,0.0043292263999999995,628.637695,0.02022
57.930831,slow-forward,-0.839969,0.839969,-11.0703067048,7.3585724236,-0.0077928924,0.0043292263999999995,628.637695,0.02022
57.935795,slow-forward,-0.841221,0.841221,-11.0703067048,7.3585724236,-0.0077928924,0.0043292263999999995,628.681641,0.02022
57.940818,slow-forward,-0.842462,0.842462,-11.0703067048,7.3585724236,-0.0077928924,0.0043292263999999995,628.681641,0.02022
57.945833,slow-forward,-0.843718,0.843718,-11.0704800068,7.3586588372,-0.008658452799999999,0.0045457352,628.681641,0.02022
57.950799,slow-forward,-0.844971,0.844971,-11.0704800068,7.3586588372,-0.008658452799999999,0.0045457352,628.681641,0.02022
57.955808,slow-forward,-0.846213,0.846213,-11.0704800068,7.3586588372,-0.008658452799999999,0.0045457352,628.681641,0.02022
57.960925,slow-forward,-0.847465,0.847465,-11.0704800068,7.3586588372,-0.008658452799999999,0.0045457352,628.681641,0.02022
57.965865,slow-forward,-0.848744,0.848744,-11.070652834,7.3587670916,-0.0090914704,0.0047622440000000005,628.681641,0.02022
57.970856,slow-forward,-0.849979,0.849979,-11.070652834,7.3587670916,-0.0090914704,0.0047622440000000005,628.681641,0.02022
57.975845,slow-forward,-0.851227,0.851227,-11.070652834,7.3587670916,-0.0090914704,0.0047622440000000005,628.725586,0.02022
57.980872,slow-forward,-0.852474,0.852474,-11.070652834,7.3587670916,-0.0090914704,0.0047622440000000005,628.725586,0.02022
57.985897,slow-forward,-0.853731,0.853731,-11.07080477,7.358875346,-0.0090914704,0.004978752800000001,628.725586,0.02022
57.99084,slow-forward,-0.854987,0.854987,-11.07080477,7.358875346,-0.0090914704,0.004978752800000001,628.725586,0.02022
57.995809,slow-forward,-0.856223,0.856223,-11.07080477,7.358875346,-0.0090914704,0.004978752800000001,628.725586,0.02022
58.000951,slow-forward,-0.857465,0.857465,-11.07080477,7.358875346,-0.0090914704,0.004978752800000001,628.725586,0.02022
58.005837,slow-forward,-0.858751,0.858751,-11.0710212788,7.3590268072,-0.0088749616,0.0054117704,628.725586,0.02022
58.01085,slow-forward,-0.859972,0.859972,-11.0710212788,7.3590268072,-0.0088749616,0.0054117704,628.725586,0.025541
58.015818,slow-forward,-0.861225,0.861225,-11.0710212788,7.3590268072,-0.0088749616,0.0054117704,628.769531,0.025541
58.021121,slow-forward,-0.862467,0.862467,-11.0710212788,7.3590268072,-0.0088749616,0.0054117704,628.769531,0.025541
58.025916,slow-forward,-0.863793,0.863793,-11.0712373128,7.3591569024,-0.0093079792,0.005844788,628.769531,0.025541
58.030805,slow-forward,-0.864992,0.864992,-11.0712373128,7.3591569024,-0.0093079792,0.005844788,628.769531,0.025541
58.035798,slow-forward,-0.866214,0.866214,-11.0712373128,7.3591569024,-0.0093079792,0.005844788,628.769531,0.025541
58.040977,slow-forward,-0.867463,0.867463,-11.0712373128,7.3591569024,-0.0093079792,0.005844788,628.769531,0.025541
58.045829,slow-forward,-0.868757,0.868757,-11.0714756624,7.3593083636,-0.009957505600000001,0.0064938396,628.769531,0.025541
58.050807,slow-forward,-0.86997,0.86997,-11.0714756624,7.3593083636,-0.009957505600000001,0.0064938396,628.769531,0.025541
58.055794,slow-forward,-0.871215,0.871215,-11.0714756624,7.3593083636,-0.009957505600000001,0.0064938396,628.813477,0.025541
58.060973,slow-forward,-0.872462,0.872462,-11.0714756624,7.3593083636,-0.009957505600000001,0.0064938396,628.813477,0.025541
58.065881,slow-forward,-0.873756,0.873756,-11.0716703304,7.3595030316,-0.010174014399999999,0.0073598748,628.813477,0.025541
58.070835,slow-forward,-0.874983,0.874983,-11.0716703304,7.3595030316,-0.010174014399999999,0.0073598748,628.813477,0.025541
58.075831,slow-forward,-0.876222,0.876222,-11.0716703304,7.3595030316,-0.010174014399999999,0.0073598748,628.857422,0.025541
58.080868,slow-forward,-0.877471,0.877471,-11.0716703304,7.3595030316,-0.010174014399999999,0.0073598748,628.857422,0.025541
58.085864,slow-forward,-0.87873,0.87873,-11.07190868,7.3596976996,-0.0110395748,0.00822591,628.857422,0.025541
58.090802,slow-forward,-0.879979,0.879979,-11.07190868,7.3596976996,-0.0110395748,0.00822591,628.857422,0.025541
58.095797,slow-forward,-0.881213,0.881213,-11.07190868,7.3596976996,-0.0110395748,0.00822591,628.901367,0.025541
58.10095,slow-forward,-0.882462,0.882462,-11.07190868,7.3596976996,-0.0110395748,0.00822591,628.901367,0.025541
58.105884,slow-forward,-0.88375,0.88375,-11.0721683956,7.3598928424,-0.0116891012,0.008658452799999999,628.901367,0.035119
58.110807,slow-forward,-0.884984,0.884984,-11.0721683956,7.3598928424,-0.0116891012,0.008658452799999999,628.901367,0.035119
58.115824,slow-forward,-0.886215,0.886215,-11.0721683956,7.3598928424,-0.0116891012,0.008658452799999999,628.901367,0.035119
58.120871,slow-forward,-0.887469,0.887469,-11.0721683956,7.3598928424,-0.0116891012,0.008658452799999999,628.901367,0.035119
58.125837,slow-forward,-0.888731,0.888731,-11.0724281112,7.3600875104,-0.01190561,0.0093079792,628.901367,0.035119
58.130806,slow-forward,-0.889972,0.889972,-11.0724281112,7.3600875104,-0.01190561,0.0093079792,628.901367,0.035119
58.135793,slow-forward,-0.891215,0.891215,-11.0724281112,7.3600875104,-0.01190561,0.0093079792,628.945312,0.035119
58.140853,slow-forward,-0.892461,0.892461,-11.0724281112,7.3600875104,-0.01190561,0.0093079792,628.945312,0.035119
58.145847,slow-forward,-0.893726,0.893726,-11.07264462,7.3602608124,-0.0116891012,0.009524488000000001,628.945312,0.035119
58.150809,slow-forward,-0.894975,0.894975,-11.07264462,7.3602608124,-0.0116891012,0.009524488000000001,628.945312,0.035119
58.155847,slow-forward,-0.896215,0.896215,-11.07264462,7.3602608124,-0.0116891012,0.009524488000000001,628.989258,0.035119
58.16106,slow-forward,-0.897475,0.897475,-11.07264462,7.3602608124,-0.0116891012,0.009524488000000001,628.989258,0.035119
58.165935,slow-forward,-0.898778,0.898778,-11.072839287999999,7.360455480400001,-0.0116891012,0.009524488000000001,628.989258,0.035119
58.170953,slow-forward,-0.899997,0.899997,-11.072839287999999,7.360455480400001,-0.0116891012,0.009524488000000001,628.989258,0.035119
58.175867,slow-forward,-0.901251,0.901251,-11.072839287999999,7.360455480400001,-0.0116891012,0.009524488000000001,629.033203,0.035119
58.180919,slow-forward,-0.90248,0.90248,-11.072839287999999,7.360455480400001,-0.0116891012,0.009524488000000001,629.033203,0.035119
58.185841,slow-forward,-0.903743,0.903743,-11.0730557968,7.3606287824,-0.0114725924,0.0093079792,629.033203,0.035119
58.190808,slow-forward,-0.904973,0.904973,-11.0730557968,7.3606287824,-0.0114725924,0.0093079792,629.033203,0.035119
58.195795,slow-forward,-0.906215,0.906215,-11.0730557968,7.3606287824,-0.0114725924,0.0093079792,629.077148,0.035119
58.20087,slow-forward,-0.907462,0.907462,-11.0730557968,7.3606287824,-0.0114725924,0.0093079792,629.077148,0.035119
58.205851,slow-forward,-0.90873,0.90873,-11.0732723056,7.360715196,-0.0110395748,0.00822591,629.077148,0.035119
58.210804,slow-forward,-0.909976,0.909976,-11.0732723056,7.360715196,-0.0110395748,0.00822591,629.077148,0.035119
58.215824,slow-forward,-0.911214,0.911214,-11.0732723056,7.360715196,-0.0110395748,0.00822591,629.077148,0.035119
58.221076,slow-forward,-0.912469,0.912469,-11.0732723056,7.360715196,-0.0110395748,0.00822591,629.077148,0.024477
58.225859,slow-forward,-0.913782,0.913782,-11.0735106552,7.3607802436,-0.0108235408,0.0069268572,629.077148,0.024477
58.230809,slow-forward,-0.914978,0.914978,-11.0735106552,7.3607802436,-0.0108235408,0.0069268572,629.077148,0.024477
58.235802,slow-forward,-0.916215,0.916215,-11.0735106552,7.3607802436,-0.0108235408,0.0069268572,629.121094,0.024477
58.241085,slow-forward,-0.917464,0.917464,-11.0735106552,7.3607802436,-0.0108235408,0.0069268572,629.121094,0.024477
58.245829,slow-forward,-0.918784,0.918784,-11.0736834824,7.3608016096,-0.0103905232,0.0054117704,629.121094,0.024477
58.25079,slow-forward,-0.91997,0.91997,-11.0736834824,7.3608016096,-0.0103905232,0.0054117704,629.121094,0.024477
58.255794,slow-forward,-0.92121,0.92121,-11.0736834824,7.3608016096,-0.0103905232,0.0054117704,629.121094,0.024477
58.261028,slow-forward,-0.922461,0.922461,-11.0736834824,7.3608016096,-0.0103905232,0.0054117704,629.121094,0.024477
58.265852,slow-forward,-0.92377,0.92377,-11.0738786252,7.3608234504,-0.0103905232,0.0036797,629.121094,0.024477
58.270945,slow-forward,-0.924976,0.924976,-11.0738786252,7.3608234504,-0.0103905232,0.0036797,629.121094,0.024477
58.275869,slow-forward,-0.926249,0.926249,-11.0738786252,7.3608234504,-0.0103905232,0.0036797,629.165039,0.024477
58.281137,slow-forward,-0.92748,0.92748,-11.0738786252,7.3608234504,-0.0103905232,0.0036797,629.165039,0.024477
58.285851,slow-forward,-0.928797,0.928797,-11.074138340800001,7.3608452911999995,-0.0108235408,0.0021646131999999998,629.165039,0.024477
58.290836,slow-forward,-0.929976,0.929976,-11.074138340800001,7.3608452911999995,-0.0108235408,0.0021646131999999998,629.165039,0.024477
58.295852,slow-forward,-0.931222,0.931222,-11.074138340800001,7.3608452911999995,-0.0108235408,0.0021646131999999998,629.165039,0.024477
58.300811,slow-forward,-0.932476,0.932476,-11.074138340800001,7.3608452911999995,-0.0108235408,0.0021646131999999998,629.165039,0.024477
58.305864,slow-forward,-0.933716,0.933716,-11.0744412632,7.3608884980000004,-0.0116891012,0.0017315956,629.165039,0.024477
58.310813,slow-forward,-0.934979,0.934979,-11.0744412632,7.3608884980000004,-0.0116891012,0.0017315956,629.165039,0.024477
58.315828,slow-forward,-0.936216,0.936216,-11.0744412632,7.3608884980000004,-0.0116891012,0.0017315956,629.208984,0.024477
58.321256,slow-forward,-0.93747,0.93747,-11.0744412632,7.3608884980000004,-0.0116891012,0.0017315956,629.208984,0.025541
58.325834,slow-forward,-0.938827,0.938827,-11.0747441856,7.3609535456,-0.0123386276,0.0017315956,629.208984,0.025541
58.330808,slow-forward,-0.939972,0.939972,-11.0747441856,7.3609535456,-0.0123386276,0.0017315956,629.208984,0.025541
58.33581,slow-forward,-0.941215,0.941215,-11.0747441856,7.3609535456,-0.0123386276,0.0017315956,629.208984,0.025541
58.341248,slow-forward,-0.942465,0.942465,-11.0747441856,7.3609535456,-0.0123386276,0.0017315956,629.208984,0.025541
58.345843,slow-forward,-0.943825,0.943825,-11.0751339964,7.3610181184000005,-0.014286732,0.0021646131999999998,629.208984,0.025541
58.350796,slow-forward,-0.944974,0.944974,-11.0751339964,7.3610181184000005,-0.014286732,0.0021646131999999998,629.208984,0.025541
58.355825,slow-forward,-0.946212,0.946212,-11.0751339964,7.3610181184000005,-0.014286732,0.0021646131999999998,629.25293,0.025541
58.360929,slow-forward,-0.947469,0.947469,-11.0751339964,7.3610181184000005,-0.014286732,0.0021646131999999998,629.25293,0.025541
58.365835,slow-forward,-0.948745,0.948745,-11.075501966400001,7.3611050068,-0.0162348364,0.0028141396,629.25293,0.025541
58.370832,slow-forward,-0.949972,0.949972,-11.075501966400001,7.3611050068,-0.0162348364,0.0028141396,629.25293,0.025541
58.375858,slow-forward,-0.951221,0.951221,-11.075501966400001,7.3611050068,-0.0162348364,0.0028141396,629.296875,0.025541
58.380967,slow-forward,-0.952477,0.952477,-11.075501966400001,7.3611050068,-0.0162348364,0.0028141396,629.296875,0.025541
58.385856,slow-forward,-0.953755,0.953755,-11.075848095600001,7.3611700544000005,-0.0171008716,0.0032471571999999997,629.296875,0.025541
58.390846,slow-forward,-0.954977,0.954977,-11.075848095600001,7.3611700544000005,-0.0171008716,0.0032471571999999997,629.296875,0.025541
58.395795,slow-forward,-0.956224,0.956224,-11.075848095600001,7.3611700544000005,-0.0171008716,0.0032471571999999997,629.34082,0.025541
58.400893,slow-forward,-0.957462,0.957462,-11.075848095600001,7.3611700544000005,-0.0171008716,0.0032471571999999997,629.34082,0.025541
58.405836,slow-forward,-0.958736,0.958736,-11.0762597472,7.361256468,-0.0181834156,0.0036797,629.34082,0.025541
58.410804,slow-forward,-0.959972,0.959972,-11.0762597472,7.361256468,-0.0181834156,0.0036797,629.34082,0.025541
58.415804,slow-forward,-0.961214,0.961214,-11.0762597472,7.361256468,-0.0181834156,0.0036797,629.384766,0.030863
58.420917,slow-forward,-0.962464,0.962464,-11.0762597472,7.361256468,-0.0181834156,0.0036797,629.384766,0.030863
58.425842,slow-forward,-0.963742,0.963742,-11.0765840356,7.3613428816,-0.0183994496,0.0038962088,629.384766,0.030863
58.430813,slow-forward,-0.964973,0.964973,-11.0765840356,7.3613428816,-0.0183994496,0.0038962088,629.384766,0.030863
58.435799,slow-forward,-0.966216,0.966216,-11.0765840356,7.3613428816,-0.0183994496,0.0038962088,629.428711,0.030863
58.44086,slow-forward,-0.967463,0.967463,-11.0765840356,7.3613428816,-0.0183994496,0.0038962088,629.428711,0.030863
58.445862,slow-forward,-0.968728,0.968728,-11.076844226,7.3614943427999995,-0.0173173804,0.0047622440000000005,629.428711,0.030863
58.4508,slow-forward,-0.969978,0.969978,-11.076844226,7.3614943427999995,-0.0173173804,0.0047622440000000005,629.428711,0.030863
58.455797,slow-forward,-0.971213,0.971213,-11.076844226,7.3614943427999995,-0.0173173804,0.0047622440000000005,629.472656,0.030863
58.461071,slow-forward,-0.972462,0.972462,-11.076844226,7.3614943427999995,-0.0173173804,0.0047622440000000005,629.472656,0.030863
58.465861,slow-forward,-0.973781,0.973781,-11.077103941599999,7.3616676448,-0.0158022936,0.0056282792,629.472656,0.030863
58.470851,slow-forward,-0.974978,0.974978,-11.077103941599999,7.3616676448,-0.0158022936,0.0056282792,629.472656,0.030863
58.475837,slow-forward,-0.976226,0.976226,-11.077103941599999,7.3616676448,-0.0158022936,0.0056282792,629.472656,0.030863
58.480833,slow-forward,-0.977472,0.977472,-11.077103941599999,7.3616676448,-0.0158022936,0.0056282792,629.472656,0.030863
58.485881,slow-forward,-0.978721,0.978721,-11.0773850232,7.3618409468,-0.015152767199999998,0.0067103484,629.472656,0.030863
58.490799,slow-forward,-0.979983,0.979983,-11.0773850232,7.3618409468,-0.015152767199999998,0.0067103484,629.472656,0.030863
58.495794,slow-forward,-0.981213,0.981213,-11.0773850232,7.3618409468,-0.015152767199999998,0.0067103484,629.516602,0.030863
58.500799,slow-forward,-0.982461,0.982461,-11.0773850232,7.3618409468,-0.015152767199999998,0.0067103484,629.516602,0.030863
58.505887,slow-forward,-0.983713,0.983713,-11.077666579599999,7.361992408,-0.0140702232,0.0073598748,629.516602,0.035119
58.510803,slow-forward,-0.984985,0.984985,-11.077666579599999,7.361992408,-0.0140702232,0.0073598748,629.516602,0.035119
58.515801,slow-forward,-0.986214,0.986214,-11.077666579599999,7.361992408,-0.0140702232,0.0073598748,629.560547,0.035119
58.521031,slow-forward,-0.987463,0.987463,-11.077666579599999,7.361992408,-0.0140702232,0.0073598748,629.560547,0.035119
58.525835,slow-forward,-0.988771,0.988771,-11.0779262952,7.3621438692000005,-0.0134211716,0.008009401199999999,629.560547,0.035119
58.530811,slow-forward,-0.989972,0.989972,-11.0779262952,7.3621438692000005,-0.0134211716,0.008009401199999999,629.560547,0.035119
58.535803,slow-forward,-0.991216,0.991216,-11.0779262952,7.3621438692000005,-0.0134211716,0.008009401199999999,629.604492,0.035119
58.540818,slow-forward,-0.992464,0.992464,-11.0779262952,7.3621438692000005,-0.0134211716,0.008009401199999999,629.604492,0.035119
58.545836,slow-forward,-0.993717,0.993717,-11.0782942652,7.3623171712,-0.0145032408,0.00822591,629.604492,0.035119
58.550809,slow-forward,-0.994972,0.994972,-11.0782942652,7.3623171712,-0.0145032408,0.00822591,629.604492,0.035119
58.555832,slow-forward,-0.996215,0.996215,-11.0782942652,7.3623171712,-0.0145032408,0.00822591,629.648438,0.035119
58.561321,slow-forward,-0.997471,0.997471,-11.0782942652,7.3623171712,-0.0145032408,0.00822591,629.648438,0.035119
58.565851,slow-forward,-0.998843,0.998843,-11.078705441999999,7.3625118392,-0.0162348364,0.00822591,629.648438,0.035119
58.570851,slow-forward,-0.999976,0.999976,-11.078705441999999,7.3625118392,-0.0162348364,0.00822591,629.648438,0.035119
58.575831,slow-forward,-1.001226,1.001226,-11.078705441999999,7.3625118392,-0.0162348364,0.00822591,629.692383,0.035119
58.580842,slow-forward,-1.002471,1.002471,-11.078705441999999,7.3625118392,-0.0162348364,0.00822591,629.692383,0.035119
58.585844,slow-forward,-1.003723,1.003723,-11.0790952528,7.362728348,-0.0173173804,0.0088749616,629.692383,0.035119
58.590814,slow-forward,-1.004974,1.004974,-11.0790952528,7.362728348,-0.0173173804,0.0088749616,629.692383,0.035119
58.595821,slow-forward,-1.006216,1.006216,-11.0790952528,7.362728348,-0.0173173804,0.0088749616,629.736328,0.035119
58.601151,slow-forward,-1.007468,1.007468,-11.0790952528,7.362728348,-0.0173173804,0.0088749616,629.736328,0.035119
58.605833,slow-forward,-1.008801,1.008801,-11.079593317999999,7.3629880636000005,-0.0192654848,0.009957505600000001,629.736328,0.035119
58.610812,slow-forward,-1.009971,1.009971,-11.079593317999999,7.3629880636000005,-0.0192654848,0.009957505600000001,629.736328,0.035119
58.61579,slow-forward,-1.011216,1.011216,-11.079593317999999,7.3629880636000005,-0.0192654848,0.009957505600000001,629.824219,0.035119
58.620978,slow-forward,-1.01246,1.01246,-11.079593317999999,7.3629880636000005,-0.0192654848,0.009957505600000001,629.824219,0.035119
58.625917,slow-forward,-1.013757,1.013757,-11.080025860800001,7.363290986,-0.0207810464,0.0114725924,629.824219,0.053211
58.630819,slow-forward,-1.014992,1.014992,-11.080025860800001,7.363290986,-0.0207810464,0.0114725924,629.824219,0.053211
58.6358,slow-forward,-1.016218,1.016218,-11.080025860800001,7.363290986,-0.0207810464,0.0114725924,629.868164,0.053211
58.641065,slow-forward,-1.017463,1.017463,-11.080025860800001,7.363290986,-0.0207810464,0.0114725924,629.868164,0.053211
58.645842,slow-forward,-1.018779,1.018779,-11.0804588784,7.3636594308,-0.0216466068,0.0132046628,629.868164,0.053211
58.651036,slow-forward,-1.019973,1.019973,-11.0804588784,7.3636594308,-0.0216466068,0.0132046628,629.956055,0.053211
58.655812,slow-forward,-1.021272,1.021272,-11.0804588784,7.3636594308,-0.0216466068,0.0132046628,629.956055,0.053211
58.661084,slow-forward,-1.022466,1.022466,-11.0804588784,7.3636594308,-0.0216466068,0.0132046628,629.956055,0.053211
58.66584,slow-forward,-1.023784,1.023784,-11.080913736800001,7.3640706075999995,-0.0220796244,0.0155857848,629.956055,0.053211
